PMID,Title,Journal,Authors,Abstract,DOI,PubMedURL,SciHub,PathwayName,Error
19853000,The pyrethroid metabolites 3-phenoxybenzoic acid and 3-phenoxybenzyl alcohol do not exhibit estrogenic activity in the MCF-7 human breast carcinoma cell line or Sprague-Dawley rats.,Toxicology,"Laffin B, Chavez M, Pine M","Synthetic pyrethroids are one of the most frequently and widely used class of insecticides, primarily because they have a higher insect to mammalian toxicity ratio than organochlorines or organophosphates. The basic structure of pyrethroids can be characterized as an acid joined to an alcohol by an ester bond. Pyrethroid degradation occurs through either oxidation at one or more sites located in the alcohol or acid moieties or hydrolysis at the central ester bond, the latter reaction being important for mammalian metabolism of most pyrethroids. The primary alcohol liberated from the ester cleavage is hydroxylated to 3-phenoxybenzyl alcohol, which for most pyrethroids is then oxidized to 3-phenoxybenzoic acid. These products may then be conjugated with amino acids, sulfates, sugars, or sugar acids. In vitro studies have suggested that some of the pyrethroids may have estrogenic activity. Interestingly, the chemical structure of specific pyrethroid metabolites indicates that they may be more likely to interact with the estrogen receptor than the parent compounds. Two of the pyrethroid metabolites, 3-phenoxybenzoic acid (3PBA) and 3-phenoxybenzyl alcohol (3PBalc) have been reported to have endocrine activity using a yeast based assay. 3PBAlc exhibited estrogenic activity with reported EC(50)s of 6.67 x 10(-6) and 2 x 10(-5) while 3PBAcid exhibited anti-estrogenic activity with a calculated IC(50) of 6.5 x 10(-5). To determine if the metabolites were able to cause the same effects in a mammalian system, the estrogen-dependent cell line, MCF-7, was utilized. Cells were treated with 1.0, 10.0 or 100.0 microM concentrations of each metabolite and cytotoxicity was assessed. The two lowest concentrations of both metabolites did not induce cell death and even appeared to increase proliferation over that of the control cells. However, when cellular proliferation was measured using a Coulter counter neither metabolite stimulated proliferation (1.0 nM, 10.0 nM, or 10.0 microM) or induced an estrogen receptor alpha/ERE-controlled luciferase reporter in the MCF-7 cells. Following the in vitro screenings, the metabolites were then evaluated for estrogenic activity in vivo using the uterotrophic assay in Sprague-Dawley rats. Animals were orally gavaged (10.0, 5.0, and 1.0 mg/kg) once daily for 3 days. Neither metabolite had any effect on uterine wet weight, body weight, or organ weight. Lastly, in order to determine if either metabolite was able to alter the onset of puberty, immature female rats were orally gavaged (10.0, 5.0, and 1.0 mg/kg) once a day with the metabolites beginning 1 day post-weaning until the onset of puberty as evidenced by vaginal opening (VO). Again, neither metabolite had any effect on the onset of VO.",10.1016/j.tox.2009.10.003,https://pubmed.ncbi.nlm.nih.gov/19853000,https://sci-hub.se/10.1016/j.tox.2009.10.003,Permethrin,
3145715,"Microbial transformation of the pyrethroid insecticides: permethrin, deltamethrin, fastac, fenvalerate, and fluvalinate.",Applied and environmental microbiology,"Maloney SE, Maule A, Smith AR","Pure cultures of Bacillus cereus, Pseudomonas fluorescens, and Achromobacter sp. were shown to transform five pyrethroid insecticides in the presence of Tween 80. One of the major products, 3-phenoxybenzoic acid, was further transformed to 4-hydroxy-3-phenoxybenzoic acid. Permethrin was the most rapidly transformed of the pyrethroids, with a half-life of less than 5 days.",10.1128/aem.54.11.2874-2876.1988,https://pubmed.ncbi.nlm.nih.gov/3145715,https://sci-hub.se/10.1128/aem.54.11.2874-2876.1988,Permethrin,
10820337,Transformation of mono- and dichlorinated phenoxybenzoates by phenoxybenzoate-dioxygenase in pseudomonas pseudoalcaligenes POB310 and a modified diarylether-metabolizing bacterium.,Biotechnology and bioengineering,"Halden RU, Peters EG, Halden BG, Dwyer DF","Pseudomonas pseudoalcaligenes POB310 contains genes that encode phenoxybenzoate dioxygenase. The enzyme transforms mono- and dichlorinated phenoxybenzoates to yield protocatechuate that is used as a growth substrate and chlorophenols that are nonmetabolizable. Mass spectral analysis of (18)O metabolites obtained from the protocatechuate 3,4-dioxygenase-deficient mutant, POB310-B1, suggested that the reaction mechanism is a regioselective angular dioxygenation. A cloning vector containing reaction relevant genes (pD30.9) was transferred into Pseudomonas sp. strain B13 containing a modified ortho-cleavage pathway for aromatic compounds. The resultant Pseudomonas sp. strain B13-D5 (pD30.9) completely metabolized 3-(4-chlorophenoxy)benzoate. During growth on 3-phenoxybenzoate, strain B13-D5 (pD30.9) (K(s) = 0.70+/-0.04 mM, mu(max) = 0.45+/-0.03 h(-1), t(d) = 1.5 h, Y = 0.45+/-0.03 g bio- mass x g substrate(-1)) was better adapted to low substrate concentrations, had a faster rate of growth, and a greater yield than POB310 (K(s) = 1.13+/-0.06 mM, mu(max) = 0.31+/-0.02 h(-1), t(d) = 2.2 h, Y = 0.39+/-0.02 g biomass. g substrate(-1)).",,https://pubmed.ncbi.nlm.nih.gov/10820337,,Permethrin,
7069133,"The effect of soil temperature on the degradation of cis, trans - permethrin in soil.","Journal of environmental science and health. Part. B, Pesticides, food contaminants, and agricultural wastes","Jordan EG, Kaufman DD, Kayser AJ","The degradation of [carbonyl - 14C] - cis, trans-permethrin was studied in Dubbs fine sandy loam soil incubated at 10, 25, and 40 degrees C from 0 to 64 days. The most rapid degradation of permethrin to [carbonyl - 14C] - cis, trans -3- (2,2-dichloroethenyl)-2,2-dimethylcyclopropanecarboxylic acid (DCVA) and ultimately 14CO2 occurred at 25 degrees C. Rapid degradation to DCVA also occurred at 40 degrees C, however, further degradation of DCVA to 14CO2 was reduced. Permethrin degradation to 14CO2 was slowest at 10 degrees C. The degradation rate of trans-permethrin was greater than the cis-permethrin at all temperatures tested. The halflives of cis- and trans-permethrin were 55 and 14 days at 10 degrees C, 12 and 5 days at 25 degrees C, and 27 and 4 days at 40 degrees C, respectively. Compounds identified from treated soil were the original [carbonyl - 14C]-cis, trans-permethrin and the major degradation products cis-, and trans-DCVA.",10.1080/03601238209372297,https://pubmed.ncbi.nlm.nih.gov/7069133,https://sci-hub.se/10.1080/03601238209372297,Permethrin,
8157614,"Cloning and characterization of a chromosomal gene cluster, pah, that encodes the upper pathway for phenanthrene and naphthalene utilization by Pseudomonas putida OUS82.",Journal of bacteriology,"Kiyohara H, Torigoe S, Kaida N, Asaki T, Iida T, Hayashi H, Takizawa N","A 25-kb DNA SalI fragment cloned from the chromosomal DNA of Pseudomonas putida OUS82, which utilizes phenanthrene (Phn+) and naphthalene (Nah+), carried all of the genes necessary for upper naphthalene catabolism. Cosmid recombinant pIP7 complemented both the Nah- and Phn- defects of OUS8211 (Trp-Nah-Phn-Sal+[salicylate utilizing]Hna+[1-hydroxy-2-naphthoate utilizing]) and only the Phn- defect of OUS8212 (Trp-Nah-Phn-Sal-Hna+). The results indicate that strain OUS82 uses different pathways after o-hydroxycarboxylic aromatics in the catabolism of naphthalene and phenanthrene.",10.1128/jb.176.8.2439-2443.1994,https://pubmed.ncbi.nlm.nih.gov/8157614,https://sci-hub.se/10.1128/jb.176.8.2439-2443.1994,Phenanthrene,
9212437,Novel metabolites in phenanthrene and pyrene transformation by Aspergillus niger.,Applied and environmental microbiology,"Sack U, Heinze TM, Deck J, Cerniglia CE, Cazau MC, Fritsche W","Aspergillus niger, isolated from hydrocarbon-contaminated soil, was examined for its potential to degrade phenanthrene and pyrene. Two novel metabolites, 1-methoxyphenanthrene and 1-methoxypyrene, were identified by conventional chemical techniques. Minor metabolites identified were 1- and 2-phenanthrol and 1-pyrenol. No 14CO2 evolution was observed in either [14C]phenanthrene or [14C]pyrene cultures.",10.1128/aem.63.7.2906-2909.1997,https://pubmed.ncbi.nlm.nih.gov/9212437,https://sci-hub.se/10.1128/aem.63.7.2906-2909.1997,"Phenanthrene (fungal 9R,10R)",
1622259,Oxidative degradation of phenanthrene by the ligninolytic fungus Phanerochaete chrysosporium.,Applied and environmental microbiology,"Hammel KE, Gai WZ, Green B, Moen MA","The ligninolytic fungus Phanerochaete chrysosporium oxidized phenanthrene and phenanthrene-9,10-quinone (PQ) at their C-9 and C-10 positions to give a ring-fission product, 2,2'-diphenic acid (DPA), which was identified in chromatographic and isotope dilution experiments. DPA formation from phenanthrene was somewhat greater in low-nitrogen (ligninolytic) cultures than in high-nitrogen (nonligninolytic) cultures and did not occur in uninoculated cultures. The oxidation of PQ to DPA involved both fungal and abiotic mechanisms, was unaffected by the level of nitrogen added, and was significantly faster than the cleavage of phenanthrene to DPA. Phenanthrene-trans-9,10-dihydrodiol, which was previously shown to be the principal phenanthrene metabolite in nonligninolytic P. chrysosporium cultures, was not formed in the ligninolytic cultures employed here. These results suggest that phenanthrene degradation by ligninolytic P. chrysosporium proceeds in order from phenanthrene----PQ----DPA, involves both ligninolytic and nonligninolytic enzymes, and is not initiated by a classical microsomal cytochrome P-450. The extracellular lignin peroxidases of P. chrysosporium were not able to oxidize phenanthrene in vitro and therefore are also unlikely to catalyze the first step of phenanthrene degradation in vivo. Both phenanthrene and PQ were mineralized to similar extents by the fungus, which supports the intermediacy of PQ in phenanthrene degradation, but both compounds were mineralized significantly less than the structurally related lignin peroxidase substrate pyrene was.",10.1128/aem.58.6.1832-1838.1992,https://pubmed.ncbi.nlm.nih.gov/1622259,https://sci-hub.se/10.1128/aem.58.6.1832-1838.1992,"Phenanthrene (fungal 9S,10S)",
94190123,,,,,,,,Phenol (anaerobic),'NoneType' object has no attribute 'findtext'
7744052,Purification and characterization of an oxygen-sensitive reversible 4-hydroxybenzoate decarboxylase from Clostridium hydroxybenzoicum.,European journal of biochemistry,"He Z, Wiegel J","A 4-hydroxybenzoate decarboxylase from the anaerobe Clostridium hydroxybenzoicum strain JW/Z-1T was purified and partially characterized. It had an apparent molecular mass of 350 kDa and consisted of six identical subunits of 57 kDa each. The temperature optimum for the decarboxylation was approximately 50 degrees C, the optimum pH 5.6-6.2. The pI of the enzyme was 5.1. The activation energy for decarboxylation of 4-hydroxybenzoate was 65 kJ.mol-1 (20-37 degrees C). The enzyme also catalyzed decarboxylation of 3,4-dihydroxybenzoate. The apparent Km and kcat values obtained for 4-hydroxybenzoate were 0.40 mM and 3.3 x 10(3) min-1, and for 3,4-dihydroxybenzoate 1.2 mM and 1.1 x 10(3) min-1, respectively, at pH 6.0 and 25 degrees C. The enzyme activity was not influenced by the addition of biotin or avidin to either the crude cell extracts or the purified enzyme. The p-hydroxyl group of hydroxybenzoate appears to be essential for binding by the enzyme. The N-terminal amino acid sequence shows some similarity to the uroporphyrinogen decarboxylases from Synechococcus and Saccharomyces. The enzyme catalyzed the reverse reactions, that is, the carboxylation of phenol to 4-hydroxybenzoate and of catechol to 3,4-dihydroxybenzoate. The carboxylation did not require ATP.",10.1111/j.1432-1033.1995.tb20440.x,https://pubmed.ncbi.nlm.nih.gov/7744052,https://sci-hub.se/10.1111/j.1432-1033.1995.tb20440.x,Phenol (anaerobic),
5413091,Insect chemosterilants. 8. Boron compounds.,Journal of medicinal chemistry,"Settepani JA, Stokes JB, Borkovec AB",,10.1021/jm00295a032,https://pubmed.ncbi.nlm.nih.gov/5413091,https://sci-hub.se/10.1021/jm00295a032,Phenol Family ,
11679668,Requirement of borate cross-linking of cell wall rhamnogalacturonan II for Arabidopsis growth.,"Science (New York, N.Y.)","O'Neill MA, Eberhard S, Albersheim P, Darvill AG","Turgor-driven plant cell growth depends on wall structure. Two allelic l-fucose-deficient Arabidopsis thaliana mutants (mur1-1 and 1-2) are dwarfed and their rosette leaves do not grow normally. mur1 leaf cell walls contain normal amounts of the cell wall pectic polysaccharide rhamnogalacturonan II (RG-II), but only half exists as a borate cross-linked dimer. The altered structure of mur1 RG-II reduces the rate of formation and stability of this cross-link. Exogenous aqueous borate rescues the defect. The reduced cross-linking of RG-II in dwarf mur1 plants indicates that plant growth depends on wall pectic polysaccharide organization.",10.1126/science.1062319,https://pubmed.ncbi.nlm.nih.gov/11679668,https://sci-hub.se/10.1126/science.1062319,Phenol Family ,
11823863,Structural identification of a bacterial quorum-sensing signal containing boron.,Nature,"Chen X, Schauder S, Potier N, Van Dorsselaer A, Pelczer I, Bassler BL, Hughson FM","Cell-cell communication in bacteria is accomplished through the exchange of extracellular signalling molecules called autoinducers. This process, termed quorum sensing, allows bacterial populations to coordinate gene expression. Community cooperation probably enhances the effectiveness of processes such as bioluminescence, virulence factor expression, antibiotic production and biofilm development. Unlike other autoinducers, which are specific to a particular species of bacteria, a recently discovered autoinducer (AI-2) is produced by a large number of bacterial species. AI-2 has been proposed to serve as a 'universal' signal for inter-species communication. The chemical identity of AI-2 has, however, proved elusive. Here we present the crystal structure of an AI-2 sensor protein, LuxP, in a complex with autoinducer. The bound ligand is a furanosyl borate diester that bears no resemblance to previously characterized autoinducers. Our findings suggest that addition of naturally occurring borate to an AI-2 precursor generates active AI-2. Furthermore, they indicate a potential biological role for boron, an element required by a number of organisms but for unknown reasons.",10.1038/415545a,https://pubmed.ncbi.nlm.nih.gov/11823863,https://sci-hub.se/10.1038/415545a,Phenol Family ,
